uniprot_id	ec_number	protein_name	organism	score
C0QCA4_DESAH	EC:1.1.1.81	TtuD (EC 1.1.1.81)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1WR82_PSEP2	EC:1.1.1.81	Glycerate kinase (EC 1.1.1.81, EC 2.7.1.31)	Pseudodesulfovibrio piezophilus (strain DSM 21447 / JCM 15486 / C1TLV30) (Desulfovibrio piezophilus)	150
A0A223PC29_9BURK	EC:1.1.1.81	Bifunctional glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79, EC 1.1.1.81)	Herbaspirillum sp. meg3	250
A0A0Q0GZ66_9GAMM	EC:1.1.1.81	Putative hydroxypyruvate reductase (EC 1.1.1.81)	Pseudoalteromonas sp. P1-25	250
A0A7V8JST6_9BURK	EC:1.1.1.83	D-malate dehydrogenase (decarboxylating) (EC 1.1.1.83)	Herbaspirillum frisingense	650
A0A7L7VVN7_9MICC	EC:1.1.1.83	D-malate dehydrogenase (decarboxylating) (EC 1.1.1.83)	Pseudarthrobacter sp. BIM B-2242	250
A0A0N1LBB5_9PROT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	beta proteobacterium AAP99	150
A0A445MYG5_9BACT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	uncultured Desulfobacterium sp	150
C0QM54_DESAH	EC:1.1.1.1	Zn-dependet alcohol dehydrogenase (EC 1.1.1.1)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0N0JEH7_9PROT	EC:1.1.1.100	3-ketoacyl-ACP reductase (EC 1.1.1.100)	beta proteobacterium AAP65	150
C0QHF7_DESAH	EC:1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl-acyl carrier protein reductase) (EC 1.1.1.100)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0N1A6F1_9PROT	EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	beta proteobacterium AAP65	150
C0QDJ8_DESAH	EC:1.1.1.133	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
K7RRY9_ACIA4	EC:1.1.1.14	Alcohol dehydrogenase GroES domain-containing protein (EC 1.1.1.14)	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) (Propionibacterium acidipropionici)	150
A0A445N1H5_9BACT	EC:1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	uncultured Desulfobacterium sp	150
A0A0N1AF28_9PROT	EC:1.1.1.169	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase)	beta proteobacterium AAP65	150
B6BUH4_9PROT	EC:1.1.1.193	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	beta proteobacterium KB13	150
C0QKX0_DESAH	EC:1.1.1.193	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
B6BTF4_9PROT	EC:1.1.1.205	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	beta proteobacterium KB13	150
C0QG06_DESAH	EC:1.1.1.205	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1T4Y7_9PROT	EC:1.1.1.22	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	beta proteobacterium CB	150
C0QK31_DESAH	EC:1.1.1.22	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0H4TUI9_9PROT	EC:1.1.1.23	Histidinol dehydrogenase, histidinol dehydrogenase (EC 1.1.1.23)	uncultured beta proteobacterium Rifle_16ft_4_minimus_6091	150
C0QGG1_DESAH	EC:1.1.1.23	HisD1 (EC 1.1.1.23)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0N1AXS1_9PROT	EC:1.1.1.25	Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)	beta proteobacterium AAP51	150
C0QKS6_DESAH	EC:1.1.1.25	AroE2 (EC 1.1.1.25)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
K7RU96_ACIA4	EC:1.1.1.261	3-dehydroquinate synthase (EC 1.1.1.261)	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) (Propionibacterium acidipropionici)	150
B6BUU4_9PROT	EC:1.1.1.262	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	beta proteobacterium KB13	150
B6BTV5_9PROT	EC:1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	beta proteobacterium KB13	150
C0QB23_DESAH	EC:1.1.1.267	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
LDH_PRIMG	EC:1.1.1.27	L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)	Priestia megaterium (Bacillus megaterium)	150
M1RQW7_9PROT	EC:1.1.1.271	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	beta proteobacterium CB	150
E1YK88_9BACT	EC:1.1.1.271	GDP-L-fucose synthase (EC 1.1.1.271) (GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase)	uncultured Desulfobacterium sp	150
M1SIZ9_9PROT	EC:1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	beta proteobacterium CB	150
A0AAQ0KKL5_PARVE	EC:1.1.1.284	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	Paracoccus versutus (Thiobacillus versutus)	150
A0A0N1AEX6_9PROT	EC:1.1.1.3	Homoserine dehydrogenase (EC 1.1.1.3)	beta proteobacterium AAP51	150
C0Q8X5_DESAH	EC:1.1.1.3	Homoserine dehydrogenase (EC 1.1.1.3)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A1E7D9N8_ALTMA	EC:1.1.1.307	NADPH-dependent D-xylose reductase (EC 1.1.1.307)	Alteromonas macleodii (Pseudoalteromonas macleodii)	150
C0QF48_DESAH	EC:1.1.1.31	YwkC (EC 1.1.1.31)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0S4LM06_9BACT	EC:1.1.1.31	Putative 3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	Candidatus Nitrospira nitrosa	150
A0A7W4UWJ7_LEIAQ	EC:1.1.1.343	6-phosphogluconate dehydrogenase (EC 1.1.1.343, EC 1.1.1.44)	Leifsonia aquatica (Corynebacterium aquaticum)	150
A0A7S8J077_9BACT	EC:1.1.1.343	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating (EC 1.1.1.343)	Candidatus Nitrospira kreftii	150
A0A839Q6R2_MYCIR	EC:1.1.1.346	2,5-diketo-D-gluconate reductase A (EC 1.1.1.346)	Mycolicibacterium iranicum (Mycobacterium iranicum)	150
C0QGF1_DESAH	EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0N1AHV5_9PROT	EC:1.1.1.36	3-ketoacyl-ACP reductase (EC 1.1.1.36)	beta proteobacterium AAP51	150
A0AAW9DSL3_ACIAO	EC:1.1.1.36	Acetoacetyl-CoA reductase (EC 1.1.1.36)	Acidiphilium acidophilum (Thiobacillus acidophilus)	150
A0A0N1LCS9_9PROT	EC:1.1.1.37	Malate dehydrogenase (EC 1.1.1.37)	beta proteobacterium AAP99	150
D5X4M7_THIK1	EC:1.1.1.37	Malate dehydrogenase (EC 1.1.1.37)	Thiomonas intermedia (strain K12) (Thiobacillus intermedius)	150
A4J8Q5_DESRM	EC:1.1.1.38	Malate dehydrogenase (Oxaloacetate-decarboxylating) (EC 1.1.1.38)	Desulforamulus reducens (strain ATCC BAA-1160 / DSM 100696 / MI-1) (Desulfotomaculum reducens)	150
B6BU36_9PROT	EC:1.1.1.40	Bifunctional protein: malate dehydrogenase phosphotransacetylase (EC 1.1.1.40)	beta proteobacterium KB13	150
A0A445MVC7_9BACT	EC:1.1.1.40	NADP-dependent malic enzyme (EC 1.1.1.40)	uncultured Desulfobacterium sp	150
D0KVP8_HALNC	EC:1.1.1.40	Malate dehydrogenase (Oxaloacetate-decarboxylating) (NADP(+)) (EC 1.1.1.40)	Halothiobacillus neapolitanus (strain ATCC 23641 / c2) (Thiobacillus neapolitanus)	150
M1RR30_9PROT	EC:1.1.1.42	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	beta proteobacterium CB	150
C0QCE3_DESAH	EC:1.1.1.42	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A0N0JDL5_9PROT	EC:1.1.1.47	Sugar dehydrogenase (EC 1.1.1.47)	beta proteobacterium AAP65	150
F8GRB5_CUPNN	EC:1.1.1.51	3-beta-hydroxysteroid dehydrogenase (EC 1.1.1.51)	Cupriavidus necator (strain ATCC 43291 / DSM 13513 / CCUG 52238 / LMG 8453 / N-1) (Ralstonia eutropha)	150
K7RPA5_ACIA4	EC:1.1.1.57	Mannitol dehydrogenase, C-terminal domain-containing protein (EC 1.1.1.57)	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4) (Propionibacterium acidipropionici)	150
A0A6T9Y4U3_ALTMA	EC:1.1.1.67	Mannitol 2-dehydrogenase (EC 1.1.1.67)	Alteromonas macleodii (Pseudoalteromonas macleodii)	150
C0QCA4_DESAH	EC:1.1.1.81	TtuD (EC 1.1.1.81)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
M1WR82_PSEP2	EC:1.1.1.81	Glycerate kinase (EC 1.1.1.81, EC 2.7.1.31)	Pseudodesulfovibrio piezophilus (strain DSM 21447 / JCM 15486 / C1TLV30) (Desulfovibrio piezophilus)	150
A0A0N1LBB5_9PROT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	beta proteobacterium AAP99	150
A0A445MYG5_9BACT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	uncultured Desulfobacterium sp	150
A0A0N1LBB5_9PROT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	beta proteobacterium AAP99	150
A0A445MYG5_9BACT	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	uncultured Desulfobacterium sp	150
A0A223PCQ0_9BURK	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	Herbaspirillum sp. meg3	250
A0A4Y6R3J5_9MICC	EC:1.1.1.85	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)	Pseudarthrobacter sp. NIBRBAC000502772	250
M1SFW4_9PROT	EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	beta proteobacterium CB	150
C0QDE1_DESAH	EC:1.1.1.86	Ketol-acid reductoisomerase (EC 1.1.1.86)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A7Y5Y129_9BURK	EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	Herbaspirillum sp. C9C3	250
A0A365D362_9MICC	EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	Pseudarthrobacter sp. AG30	250
I3CWY9_9BURK	EC:1.1.1.88	3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.88)	Herbaspirillum sp. GW103	250
D8IPI0_HERSS	EC:1.1.1.9	D-xylulose reductase protein (EC 1.1.1.9)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAW8N716_PSEOX	EC:1.1.1.91	Aryl-alcohol dehydrogenase (NADP+) (EC 1.1.1.91)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A0N0JKI1_9PROT	EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	beta proteobacterium AAP51	150
C0QL91_DESAH	EC:1.1.1.94	GpsA1 (EC 1.1.1.94)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A542LWF6_9BURK	EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	Herbaspirillum sp. SJZ107	250
A0A365D2V5_9MICC	EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	Pseudarthrobacter sp. AG30	250
GPDA_PSEU2	EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase) (NAD(P)H-dependent dihydroxyacetone-phosphate reductase)	Pseudomonas syringae pv. syringae (strain B728a)	250
C0QHG2_DESAH	EC:1.1.1.95	SerA2 (EC 1.1.1.95)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8IUQ0_HERSS	EC:1.1.1.95	D-3-phosphoglycerate dehydrogenase protein (EC 1.1.1.95)	Herbaspirillum seropedicae (strain SmR1)	250
A0A5R8VHX4_9MICC	EC:1.1.1.95	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Pseudarthrobacter sp. NamB4	250
G3A360_9RALS	EC:1.1.1.95	D-3-phosphoglycerate dehydrogenase / D-isomer specific 2-hydroxyacid dehydrogenase (EC 1.1.1.95)	Ralstonia syzygii R24	250
A0A7W8KRN2_9BURK	EC:1.1.2.3	L-lactate dehydrogenase (Cytochrome) (EC 1.1.2.3)	Herbaspirillum sp. SJZ102	250
B8HFD4_PSECP	EC:1.1.2.3	L-lactate dehydrogenase (Cytochrome) (EC 1.1.2.3)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
A0A0N0JUE2_9PROT	EC:1.1.2.4	D-lactate dehydrogenase (cytochrome) (EC 1.1.2.4)	beta proteobacterium AAP99	150
I3CRC9_9BURK	EC:1.1.2.4	D-lactate dehydrogenase (cytochrome) (EC 1.1.2.4)	Herbaspirillum sp. GW103	250
C0QK91_DESAH	EC:1.1.3.15	GlcD1 (EC 1.1.3.15)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
D8IRW1_HERSS	EC:1.1.3.15	Glycolate oxidase iron-sulfur subunit oxidoreductase protein (EC 1.1.3.15)	Herbaspirillum seropedicae (strain SmR1)	250
A0A0N9YJI4_MYCFO	EC:1.1.3.15	(S)-2-hydroxy-acid oxidase chain D (EC 1.1.3.15)	Mycolicibacterium fortuitum (Mycobacterium fortuitum)	150
A0AAW8NCD1_PSEOX	EC:1.1.3.15	Glycolate oxidase (EC 1.1.3.15)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0A1K0J1E4_CUPNE	EC:1.1.3.15	Glycolate oxidase subunit GlcD (EC 1.1.3.15)	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	150
A0AAW8NEU5_PSEOX	EC:1.1.3.17	Choline oxidase (EC 1.1.3.17)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
F0M5D8_PSEPM	EC:1.1.3.41	FAD/FMN-dependent dehydrogenase (EC 1.1.3.41)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
A0AAD1YJ48_9CLOT	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase GlpD (EC 1.1.5.3)	Clostridium neonatale	650
C0QEL6_DESAH	EC:1.1.5.3	GlpA (EC 1.1.5.3)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
A0A225SST6_9BURK	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Herbaspirillum aquaticum	650
A0A1A8XJB6_9RHOO	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Candidatus Propionivibrio aalborgensis	150
A0A5C4IUJ1_9MICC	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Pseudarthrobacter sp. NamE5	250
A0AAW9DNH1_ACIAO	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Acidiphilium acidophilum (Thiobacillus acidophilus)	150
F8EZY9_GRAC1	EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	150
A0A542LWJ1_9BURK	EC:1.1.5.4	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	Herbaspirillum sp. SJZ107	250
A0A5C4ISR7_9MICC	EC:1.1.5.4	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	Pseudarthrobacter sp. NamE5	250
D8IZ54_HERSS	EC:1.1.99.1	Choline dehydrogenase protein (EC 1.1.99.1)	Herbaspirillum seropedicae (strain SmR1)	250
BETA_PSE14	EC:1.1.99.1	Oxygen-dependent choline dehydrogenase (CDH) (CHD) (EC 1.1.99.1) (Betaine aldehyde dehydrogenase) (BADH) (EC 1.2.1.8)	Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6))	250
A0AA42BGH6_9RALS	EC:1.1.99.1	Choline dehydrogenase (EC 1.1.99.1)	Ralstonia chuxiongensis	650
A0A839VE00_9BURK	EC:1.1.99.3	Gluconate 2-dehydrogenase gamma chain (EC 1.1.99.3)	Herbaspirillum sp. Sphag64	250
A0A1A8Y1K9_9RHOO	EC:1.10.2.2	Putative Quinol--cytochrome-c reductase (EC 1.10.2.2)	Candidatus Propionivibrio aalborgensis	150
A0AB33WJF1_9PSED	EC:1.10.2.2	Ubiquinol-cytochrome c reductase, cytochrome b (EC 1.10.2.2)	Pseudomonas chlororaphis O6	250
A0A445MV61_9BACT	EC:1.11.1.15	Antioxidant, AhpC/TSA family (EC 1.11.1.15)	uncultured Desulfobacterium sp	150
C8W1V0_DESAS	EC:1.11.1.15	Peroxiredoxin (EC 1.11.1.15)	Desulfofarcimen acetoxidans (strain ATCC 49208 / DSM 771 / KCTC 5769 / VKM B-1644 / 5575) (Desulfotomaculum acetoxidans)	150
A0A7X2IDT0_9BURK	EC:1.11.1.15	Peroxiredoxin (EC 1.11.1.15)	Herbaspirillum sp. CAH-3	250
D5VJM6_CAUST	EC:1.11.1.15	Peroxiredoxin, OsmC subfamily (EC 1.11.1.15)	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	150
A0A1A8XMH0_9RHOO	EC:1.11.1.15	Putative Peroxiredoxin (EC 1.11.1.15)	Candidatus Propionivibrio aalborgensis	150
A0A024GX76_9MICC	EC:1.11.1.15	AhpC/TSA family protein (EC 1.11.1.15)	Pseudarthrobacter siccitolerans	650
A0AAI9ICJ9_9BURK	EC:1.11.1.21	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	Herbaspirillum frisingense GSF30	250
A0A7Y6D309_9MICC	EC:1.11.1.21	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	Pseudarthrobacter sp. C4D7	250
KATG_PSEE4	EC:1.11.1.21	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	Pseudomonas entomophila (strain L48)	250
A0A0N1A5C6_9PROT	EC:1.11.1.6	Catalase (EC 1.11.1.6)	beta proteobacterium AAP51	150
A0A1H2AW87_9MICC	EC:1.11.1.6	Catalase (EC 1.11.1.6)	Pseudarthrobacter equi	650
A0A1A8XHB6_9RHOO	EC:1.12.1.2	NAD-reducing hydrogenase HoxS subunit delta (EC 1.12.1.2)	Candidatus Propionivibrio aalborgensis	150
C0QDP1_DESAH	EC:1.12.2.1	DsrA1 (EC 1.12.2.1)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
PHNS_DESMU	EC:1.12.2.1	Periplasmic [NiFe] hydrogenase small subunit (EC 1.12.2.1) (NiFe hydrogenlyase small chain)	Desulfovibrio multispirans	650
C0Q8Y4_DESAH	EC:1.12.98.1	Coenzyme F420-reducing hydrogenase (EC 1.12.98.1)	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	150
Q6LB90_AFIC5	EC:1.12.99.6	Periplasmic [NiFeSe] hydrogenase large subunit HoxV (EC 1.12.99.6)	Afipia carboxidovorans (strain ATCC 49405 / DSM 1227 / KCTC 32145 / OM5) (Oligotropha carboxidovorans)	250
F6DME7_DESRL	EC:1.12.99.6	Hydrogenase (NiFe) small subunit HydA (EC 1.12.99.6)	Desulforamulus ruminis (strain ATCC 23193 / DSM 2154 / NCIMB 8452 / DL) (Desulfotomaculum ruminis)	150
A0A7C9VJL9_9BRAD	EC:1.13.11.1	catechol 1,2-dioxygenase (EC 1.13.11.1)	Candidatus Afipia apatlaquensis	150
J2KKE5_9BURK	EC:1.13.11.1	catechol 1,2-dioxygenase (EC 1.13.11.1)	Herbaspirillum sp. CF444	250
A0A7K1NI58_9MICC	EC:1.13.11.11	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	Pseudarthrobacter sp. GA104	250
B8H6P1_PSECP	EC:1.13.11.2	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.2)	Pseudarthrobacter chlorophenolicus (strain ATCC 700700 / DSM 12829 / CIP 107037 / JCM 12360 / KCTC 9906 / NCIMB 13794 / A6) (Arthrobacter chlorophenolicus)	250
Q1LNR9_CUPMC	EC:1.13.11.2	Metapyrocatechase (EC 1.13.11.2) (CatO2ase) (Catechol 2,3-dioxygenase)	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	150
A0AAW8N9E9_PSEOX	EC:1.13.11.24	Quercetin 2,3-dioxygenase (EC 1.13.11.24)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
A0AAE4K6E8_9BURK	EC:1.13.11.27	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Herbaspirillum huttiense NC40101	250
D8IR74_HERSS	EC:1.13.11.3	6-chlorohydroxyquinol-1,2-dioxygenase protein (EC 1.13.11.3)	Herbaspirillum seropedicae (strain SmR1)	250
A0A365D461_9MICC	EC:1.13.11.3	Protocatechuate 3,4-dioxygenase subunit alpha (EC 1.13.11.3)	Pseudarthrobacter sp. AG30	250
A0A7X2LQH3_9BURK	EC:1.13.11.4	Gentisate 1,2-dioxygenase (EC 1.13.11.4)	Herbaspirillum sp. CAH-3	250
F0MC16_PSEPM	EC:1.13.11.4	Gentisate 1,2-dioxygenase (EC 1.13.11.4)	Pseudarthrobacter phenanthrenivorans (strain DSM 18606 / JCM 16027 / LMG 23796 / Sphe3) (Arthrobacter phenanthrenivorans)	250
A0A542ME88_9BURK	EC:1.13.11.5	Homogentisate 1,2-dioxygenase (HGDO) (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	Herbaspirillum sp. SJZ107	250
A0A7X2LQM8_9BURK	EC:1.13.11.79	5,6-dimethylbenzimidazole synthase (EC 1.13.11.79)	Herbaspirillum sp. CAH-3	250
D8IY39_HERSS	EC:1.13.12.16	2-nitropropane dioxygenase protein (EC 1.13.12.16)	Herbaspirillum seropedicae (strain SmR1)	250
A0AAW8N9Q7_PSEOX	EC:1.13.12.3	Tryptophan 2-monooxygenase (EC 1.13.12.3)	Pseudarthrobacter oxydans (Arthrobacter oxydans)	250
